age,job,marital,education,default,balance,housing,loan,contact,day,month,duration
56,retired,married,secondary,no,344,yes,no,unknown,15,may,221
43,services,divorced,secondary,no,0,no,no,cellular,31,jul,106
35,management,married,tertiary,no,0,no,no,cellular,11,jul,89
40,technician,single,secondary,no,591,no,yes,cellular,14,aug,87
50,blue-collar,divorced,primary,no,388,no,no,cellular,5,feb,701
44,blue-collar,married,secondary,no,878,yes,no,cellular,2,jun,130
50,blue-collar,married,primary,no,2142,yes,no,cellular,29,jan,309
28,admin.,single,secondary,no,177,yes,yes,cellular,6,may,150
51,blue-collar,married,primary,no,1466,yes,no,unknown,7,may,406
41,technician,single,secondary,no,879,no,yes,cellular,7,jul,60
33,technician,single,secondary,no,1279,yes,no,cellular,18,may,239
38,admin.,married,secondary,no,424,yes,no,cellular,17,apr,279
47,admin.,single,secondary,no,1544,yes,no,cellular,6,apr,104
39,blue-collar,married,primary,no,111,no,no,cellular,18,nov,201
34,blue-collar,married,primary,no,455,yes,no,unknown,20,jun,372
32,management,single,tertiary,no,3616,no,no,cellular,14,aug,165
57,blue-collar,married,secondary,no,14093,no,no,cellular,11,aug,231
41,unknown,single,tertiary,no,1567,no,no,cellular,1,jul,291
41,admin.,married,tertiary,no,5426,yes,no,unknown,14,may,149
50,services,married,secondary,no,961,no,yes,cellular,14,aug,757
54,services,divorced,secondary,no,1012,yes,no,cellular,12,may,33
31,blue-collar,married,secondary,no,191,yes,no,unknown,2,jun,40
38,management,single,tertiary,no,493,yes,no,cellular,11,may,553
49,technician,married,secondary,no,5996,no,no,telephone,21,nov,345
57,services,single,primary,no,3777,yes,no,telephone,13,may,65
34,management,single,secondary,no,524,no,no,unknown,13,aug,9
32,management,single,tertiary,no,574,yes,no,cellular,14,apr,259
37,blue-collar,married,secondary,no,427,yes,yes,unknown,9,jun,371
33,self-employed,married,tertiary,no,483,yes,no,cellular,3,feb,280
27,housemaid,married,primary,no,0,yes,no,cellular,23,jul,435
58,management,married,tertiary,no,1517,yes,no,telephone,29,jul,7
43,management,married,tertiary,no,3529,yes,no,cellular,4,aug,190
33,blue-collar,single,secondary,no,22,no,no,cellular,30,jan,76
61,retired,married,primary,no,1060,yes,no,unknown,13,may,118
49,admin.,married,secondary,no,381,no,no,cellular,5,aug,504
39,blue-collar,married,primary,no,52,no,no,cellular,13,aug,69
37,technician,divorced,secondary,no,23,no,no,cellular,20,aug,289
31,admin.,divorced,secondary,no,1890,yes,no,cellular,21,jul,588
45,blue-collar,married,primary,no,419,no,no,cellular,18,aug,113
32,technician,married,secondary,no,2693,yes,no,unknown,21,may,16
34,management,married,tertiary,no,997,yes,yes,cellular,21,nov,81
51,management,single,tertiary,yes,-55,yes,no,cellular,11,may,281
24,unemployed,single,secondary,no,119,no,no,unknown,15,sep,51
45,technician,single,secondary,no,586,no,yes,cellular,28,jul,32
61,management,married,secondary,no,967,no,no,cellular,20,aug,180
50,technician,married,tertiary,no,3337,yes,yes,telephone,31,jul,24
37,blue-collar,married,primary,no,0,yes,no,unknown,26,may,24
43,blue-collar,married,unknown,yes,-715,yes,no,unknown,30,may,67
44,blue-collar,married,primary,no,2657,yes,no,unknown,20,jun,202
27,technician,single,secondary,no,769,yes,no,unknown,9,may,317
33,management,single,tertiary,no,0,no,no,cellular,28,aug,236
70,retired,married,secondary,no,616,no,no,cellular,27,apr,149
34,management,single,tertiary,no,0,no,no,cellular,5,feb,71
31,admin.,married,secondary,no,0,yes,no,cellular,29,jul,82
32,management,divorced,tertiary,no,948,no,no,cellular,12,aug,204
32,management,single,tertiary,no,0,yes,no,cellular,22,jul,455
37,blue-collar,divorced,secondary,no,33,yes,no,cellular,20,nov,106
31,management,single,tertiary,no,874,yes,no,cellular,18,nov,190
42,admin.,married,secondary,no,323,yes,yes,unknown,8,may,280
35,management,married,tertiary,no,106,no,yes,cellular,11,aug,588
56,retired,married,primary,no,1906,no,yes,unknown,19,jun,45
48,technician,married,secondary,no,1152,yes,no,cellular,21,jul,168
46,admin.,married,secondary,no,179,yes,no,cellular,29,jan,194
37,technician,single,unknown,no,391,yes,no,unknown,8,may,103
41,entrepreneur,married,unknown,no,89,yes,no,unknown,6,may,333
60,admin.,married,secondary,no,2552,no,yes,cellular,30,jan,255
45,unemployed,divorced,primary,yes,-249,yes,yes,unknown,1,jul,92
55,entrepreneur,married,secondary,no,8104,no,no,cellular,6,feb,213
39,technician,married,secondary,no,501,no,no,unknown,26,may,289
35,technician,divorced,secondary,no,308,no,no,cellular,22,aug,77
31,unemployed,married,secondary,no,24,yes,no,cellular,19,nov,631
27,self-employed,single,secondary,no,50,no,no,cellular,29,jan,168
31,management,married,tertiary,no,1170,no,no,cellular,20,aug,200
34,blue-collar,married,tertiary,no,20,no,no,unknown,4,oct,10
25,admin.,single,secondary,no,4590,yes,no,unknown,28,may,199
30,technician,single,tertiary,no,-970,no,yes,cellular,21,aug,194
53,management,married,tertiary,no,146,no,no,unknown,30,may,150
59,management,married,tertiary,no,1881,no,no,cellular,19,nov,456
78,housemaid,married,secondary,no,499,no,no,telephone,16,mar,80
48,blue-collar,single,primary,no,316,no,no,unknown,5,jun,560
32,technician,divorced,secondary,no,202,yes,no,cellular,4,feb,429
32,blue-collar,single,secondary,no,1143,yes,yes,cellular,10,jul,412
42,technician,married,secondary,no,2980,no,no,unknown,20,jun,101
37,management,single,tertiary,no,37,no,no,cellular,28,jan,253
40,admin.,single,secondary,no,462,yes,yes,cellular,6,apr,272
32,admin.,married,secondary,no,1031,yes,no,cellular,17,jul,84
42,management,married,tertiary,no,9009,no,no,cellular,20,nov,135
53,blue-collar,married,primary,no,1868,no,no,cellular,8,aug,156
44,admin.,married,secondary,no,5181,yes,yes,cellular,31,jul,18
37,admin.,married,secondary,no,176,yes,no,cellular,5,may,147
27,technician,single,secondary,no,842,no,no,cellular,30,jul,273
37,admin.,married,tertiary,no,0,yes,no,cellular,17,nov,65
49,technician,married,secondary,no,-147,yes,no,cellular,20,apr,390
32,services,single,secondary,no,0,no,yes,cellular,11,jul,333
34,admin.,single,secondary,no,6979,yes,no,cellular,15,may,14
58,admin.,married,secondary,no,3496,yes,no,unknown,2,jun,111
34,services,married,secondary,no,-62,yes,no,unknown,16,jun,109
31,admin.,single,secondary,no,223,yes,no,cellular,17,apr,508
75,blue-collar,married,secondary,no,6053,no,no,cellular,11,feb,865
37,services,single,secondary,no,21,yes,no,cellular,2,feb,96
36,technician,married,secondary,no,23,yes,no,cellular,8,may,152
49,blue-collar,married,primary,no,0,yes,yes,telephone,23,jul,97
33,self-employed,married,secondary,no,215,yes,no,cellular,29,jul,543
30,management,single,tertiary,no,1372,no,no,cellular,20,nov,240
36,services,married,secondary,no,1981,no,no,unknown,17,jun,48
23,student,single,secondary,no,9216,no,no,cellular,5,jun,471
32,management,married,tertiary,no,553,yes,no,cellular,22,jul,72
30,management,single,tertiary,no,6495,no,no,cellular,30,mar,78
45,blue-collar,married,secondary,no,4646,yes,no,unknown,13,may,118
42,technician,married,tertiary,no,782,no,no,cellular,3,apr,285
47,technician,married,secondary,no,-938,yes,no,unknown,28,may,176
48,technician,married,secondary,no,1526,no,no,cellular,6,aug,273
39,management,divorced,tertiary,no,1315,yes,no,cellular,19,nov,1337
45,technician,single,tertiary,no,0,yes,no,cellular,18,nov,139
42,technician,married,secondary,no,2030,yes,yes,cellular,9,jul,196
29,technician,married,secondary,no,1599,yes,no,cellular,8,jul,115
34,technician,single,secondary,no,5039,no,no,cellular,20,nov,205
56,retired,married,secondary,no,1333,no,no,cellular,28,aug,17
36,technician,single,secondary,no,9149,yes,no,cellular,13,aug,141
32,blue-collar,single,secondary,no,53,yes,no,cellular,18,nov,276
48,technician,married,secondary,no,427,no,no,unknown,14,may,201
42,blue-collar,single,secondary,no,382,yes,no,cellular,13,may,294
46,management,single,tertiary,no,334,yes,no,telephone,4,may,36
45,technician,married,secondary,no,1410,no,no,cellular,11,aug,71
44,technician,married,secondary,no,10888,yes,no,cellular,5,aug,163
49,blue-collar,married,primary,no,305,yes,yes,telephone,10,jul,834
49,services,married,secondary,no,400,no,no,cellular,21,aug,151
40,blue-collar,married,secondary,no,61,yes,no,unknown,7,may,112
37,technician,married,secondary,no,4030,yes,no,unknown,26,may,178
56,admin.,married,secondary,no,1504,yes,no,unknown,29,may,66
41,self-employed,married,primary,no,204,no,no,cellular,13,aug,111
61,retired,married,secondary,no,313,no,yes,unknown,3,jul,42
50,management,divorced,tertiary,no,100,yes,yes,cellular,13,may,157
35,blue-collar,married,secondary,no,444,yes,no,cellular,15,apr,244
33,technician,married,secondary,no,359,yes,no,cellular,20,apr,210
40,management,married,tertiary,no,51,no,no,cellular,19,aug,164
35,technician,married,tertiary,no,0,yes,yes,cellular,23,sep,112
52,unknown,married,secondary,no,142,no,no,cellular,25,aug,112
33,technician,married,secondary,no,3470,no,no,cellular,11,aug,285
60,retired,married,secondary,no,78,yes,no,unknown,12,may,113
45,blue-collar,single,secondary,no,0,yes,no,cellular,26,jul,768
30,student,single,secondary,no,3096,no,no,cellular,26,jan,123
48,technician,divorced,secondary,yes,20,no,no,cellular,27,aug,145
49,retired,married,primary,no,1672,no,no,cellular,17,jul,128
57,technician,married,unknown,no,206,yes,no,unknown,5,may,216
36,services,single,secondary,no,760,no,no,unknown,20,jun,9
51,unemployed,married,tertiary,no,1634,yes,no,cellular,22,jul,168
26,management,divorced,tertiary,yes,-402,no,yes,unknown,12,may,127
50,self-employed,married,tertiary,no,4012,no,no,cellular,19,nov,690
44,management,married,tertiary,no,3762,no,no,cellular,28,aug,125
27,admin.,married,secondary,no,-247,yes,yes,unknown,4,jun,344
36,management,married,primary,no,3953,yes,no,cellular,19,nov,277
36,management,married,tertiary,no,0,yes,no,cellular,28,jan,60
42,management,married,secondary,no,-189,yes,no,unknown,12,may,247
32,blue-collar,married,secondary,no,3514,yes,no,unknown,20,may,226
42,management,married,tertiary,no,484,yes,no,cellular,11,jul,144
43,technician,married,secondary,no,0,no,yes,cellular,8,may,9
31,management,married,tertiary,no,395,yes,no,cellular,9,feb,155
32,management,married,tertiary,no,2349,no,no,cellular,14,aug,134
23,services,single,secondary,no,500,yes,no,unknown,4,jun,111
43,unknown,single,tertiary,no,2731,no,no,cellular,21,nov,11
46,blue-collar,married,primary,no,222,no,no,cellular,8,aug,71
34,admin.,single,secondary,no,296,no,no,cellular,7,jul,147
34,management,married,tertiary,no,415,no,yes,cellular,23,jul,361
29,services,married,primary,no,-102,no,no,unknown,4,jul,134
26,management,single,secondary,no,565,yes,no,unknown,6,jun,582
54,housemaid,married,secondary,no,209,yes,yes,cellular,25,jul,97
32,technician,single,secondary,no,0,no,no,cellular,26,aug,181
33,admin.,divorced,secondary,no,818,yes,yes,cellular,16,apr,301
34,blue-collar,married,secondary,no,326,yes,yes,unknown,15,may,150
58,technician,married,tertiary,no,883,no,no,cellular,18,aug,543
40,self-employed,married,secondary,no,1516,yes,yes,unknown,23,may,373
29,student,single,secondary,no,872,yes,no,unknown,7,may,230
33,technician,married,tertiary,no,-988,yes,yes,cellular,15,jul,83
26,management,single,tertiary,no,1177,no,no,cellular,19,oct,116
32,technician,married,secondary,yes,4,yes,yes,cellular,25,aug,132
40,services,married,secondary,no,0,yes,no,cellular,2,jun,297
46,management,married,secondary,no,12186,no,no,unknown,20,jun,29
60,management,married,tertiary,no,759,no,no,cellular,14,aug,136
35,blue-collar,single,tertiary,no,0,yes,no,cellular,21,jul,262
34,technician,married,secondary,no,4,yes,no,unknown,15,may,644
38,blue-collar,married,secondary,no,5092,yes,no,unknown,17,jun,145
42,blue-collar,married,secondary,no,-422,no,no,cellular,9,jul,31
36,technician,married,tertiary,no,167,yes,no,cellular,28,jan,57
51,blue-collar,divorced,primary,no,37,yes,no,cellular,13,may,341
59,self-employed,married,tertiary,no,593,no,no,unknown,13,may,64
48,blue-collar,married,secondary,no,865,yes,no,cellular,13,may,78
27,admin.,married,secondary,no,186,yes,no,unknown,27,may,136
42,admin.,divorced,secondary,no,63,no,no,unknown,16,may,88
26,technician,single,tertiary,no,75,yes,yes,unknown,19,may,351
28,technician,single,tertiary,no,2269,yes,no,unknown,9,may,331
47,admin.,married,secondary,no,1060,yes,no,unknown,6,jun,83
27,self-employed,married,secondary,no,-220,yes,no,unknown,26,may,138
41,management,married,tertiary,no,49,yes,no,cellular,17,jul,312
47,blue-collar,married,secondary,no,480,yes,no,unknown,28,may,211
53,services,married,secondary,no,4994,no,no,cellular,18,aug,62
53,technician,divorced,secondary,no,0,yes,yes,cellular,15,jul,135
47,management,married,tertiary,no,3681,no,no,cellular,14,aug,101
29,management,married,tertiary,no,451,no,no,cellular,28,jan,451
70,retired,divorced,primary,no,4531,no,no,cellular,18,may,445
65,retired,divorced,primary,no,1840,no,no,cellular,1,jun,383
56,blue-collar,married,secondary,no,345,yes,no,telephone,22,jul,605
35,blue-collar,married,secondary,no,1287,yes,no,cellular,14,jul,330
56,management,married,unknown,no,353,no,yes,cellular,25,jul,171
56,technician,married,secondary,no,205,no,yes,cellular,23,jul,442
56,housemaid,married,primary,no,306,no,yes,cellular,8,jul,212
35,management,married,tertiary,no,4286,yes,no,unknown,9,may,357
38,admin.,married,tertiary,no,605,no,no,cellular,18,nov,147
49,blue-collar,married,secondary,no,8545,yes,yes,cellular,6,may,199
55,management,married,unknown,no,559,no,no,cellular,28,jan,271
43,blue-collar,single,primary,no,2,yes,no,cellular,30,jul,783
37,self-employed,married,secondary,no,487,no,yes,cellular,27,aug,155
30,blue-collar,married,primary,no,1317,yes,no,unknown,21,may,395
46,blue-collar,married,secondary,no,182,no,no,cellular,4,feb,56
50,admin.,married,primary,no,276,no,yes,unknown,17,jun,641
26,unemployed,single,secondary,no,1064,no,no,unknown,31,may,113
45,admin.,married,unknown,no,1783,no,no,unknown,20,jun,11
37,blue-collar,married,secondary,no,-67,no,no,cellular,2,feb,157
60,self-employed,single,tertiary,no,179,no,yes,cellular,29,jul,79
47,blue-collar,married,primary,no,214,yes,yes,unknown,9,jun,168
37,blue-collar,married,secondary,no,342,yes,no,cellular,12,may,340
51,unemployed,married,secondary,no,1760,no,yes,cellular,19,nov,162
48,admin.,single,secondary,no,1150,yes,no,unknown,28,may,357
56,technician,single,tertiary,no,917,no,no,unknown,9,jun,306
49,blue-collar,married,primary,no,902,no,no,unknown,9,jun,210
34,admin.,married,secondary,no,244,yes,no,cellular,31,jul,56
47,management,divorced,tertiary,no,447,no,yes,unknown,7,may,126
33,blue-collar,married,primary,no,-195,no,no,unknown,20,sep,9
33,management,single,tertiary,no,1410,yes,no,cellular,5,feb,8
28,technician,single,secondary,no,618,yes,no,cellular,7,may,281
51,self-employed,divorced,primary,no,10924,no,no,cellular,6,may,106
35,admin.,single,secondary,no,1810,yes,no,cellular,25,may,65
56,retired,married,tertiary,no,478,no,no,cellular,5,feb,97
60,management,single,tertiary,no,0,no,yes,cellular,23,jul,151
41,self-employed,single,tertiary,no,3950,yes,no,unknown,30,may,96
45,blue-collar,married,secondary,no,4022,yes,no,cellular,29,jan,244
36,blue-collar,single,secondary,no,219,yes,yes,cellular,11,may,270
40,blue-collar,married,secondary,no,1100,yes,no,unknown,29,may,660
44,admin.,married,secondary,no,0,yes,yes,unknown,16,may,159
27,services,single,secondary,no,3354,yes,no,cellular,14,may,493
31,blue-collar,married,secondary,no,1660,yes,no,cellular,20,apr,342
50,blue-collar,married,unknown,no,452,no,no,cellular,20,aug,181
39,management,married,tertiary,no,278,no,yes,cellular,28,jul,60
50,management,married,tertiary,no,4,no,no,cellular,17,nov,223
59,blue-collar,married,primary,no,748,no,no,unknown,29,may,184
30,services,single,secondary,no,209,yes,no,unknown,6,may,30
42,technician,married,secondary,no,440,yes,no,cellular,3,feb,13
58,blue-collar,married,secondary,no,0,no,yes,cellular,14,apr,101
26,student,single,secondary,no,2572,yes,no,cellular,5,may,620
32,blue-collar,married,secondary,no,150,no,no,cellular,5,feb,210
28,technician,married,secondary,no,232,yes,yes,cellular,29,jan,72
50,housemaid,married,primary,no,395,yes,no,unknown,15,may,419
37,management,married,tertiary,no,3288,no,no,cellular,8,aug,124
45,management,married,tertiary,no,5450,no,no,cellular,8,aug,188
44,blue-collar,married,secondary,no,788,yes,no,cellular,17,apr,392
38,technician,single,secondary,no,0,yes,no,cellular,7,apr,196
32,management,single,tertiary,no,8436,yes,no,cellular,17,apr,245
30,entrepreneur,married,secondary,no,946,yes,no,cellular,19,nov,1065
58,housemaid,married,tertiary,no,497,no,no,unknown,11,jun,138
32,services,married,secondary,yes,-220,yes,yes,cellular,25,jul,123
38,services,married,secondary,no,-140,no,no,unknown,25,jun,456
51,technician,married,secondary,no,-379,yes,no,cellular,5,aug,261
42,admin.,married,secondary,no,-396,yes,no,cellular,11,may,80
30,services,single,secondary,no,0,yes,no,cellular,18,may,131
40,management,married,primary,no,733,yes,no,unknown,6,jun,94
53,technician,divorced,primary,no,7290,yes,no,unknown,30,may,153
27,services,single,secondary,no,468,yes,no,cellular,13,may,109
39,blue-collar,married,secondary,no,0,yes,no,cellular,30,apr,53
39,blue-collar,married,primary,no,3705,yes,no,unknown,16,jun,77
37,services,married,secondary,no,1328,yes,no,telephone,13,may,121
41,blue-collar,married,primary,no,8,yes,no,cellular,15,jul,155
45,blue-collar,married,primary,no,61,no,no,cellular,17,apr,108
48,management,married,tertiary,no,6613,no,no,unknown,17,jun,159
48,technician,married,secondary,no,302,yes,no,unknown,26,may,208
34,technician,single,secondary,no,0,yes,yes,unknown,16,may,214
59,admin.,divorced,secondary,no,174,yes,no,unknown,16,may,204
33,management,single,tertiary,no,1240,yes,no,cellular,4,feb,505
28,blue-collar,single,primary,no,0,yes,yes,unknown,3,jun,380
34,technician,married,secondary,no,114,yes,yes,cellular,4,jun,153
35,technician,married,secondary,no,0,no,no,cellular,27,aug,106
33,blue-collar,married,secondary,no,43,yes,no,cellular,14,may,332
35,technician,married,secondary,no,0,no,no,cellular,14,jul,125
34,admin.,married,secondary,no,613,yes,no,cellular,4,jun,80
48,blue-collar,married,primary,no,559,yes,no,unknown,15,may,1231
38,blue-collar,married,primary,no,168,yes,yes,telephone,13,may,212
39,blue-collar,married,primary,no,7685,yes,no,cellular,14,apr,493
34,blue-collar,married,secondary,no,856,yes,no,cellular,20,apr,470
34,blue-collar,married,secondary,no,584,yes,no,cellular,18,jul,154
33,management,married,tertiary,no,150,no,no,cellular,21,aug,151
31,management,married,tertiary,no,1384,yes,no,cellular,30,jan,203
45,self-employed,married,secondary,no,3098,yes,no,cellular,7,aug,159
41,technician,married,tertiary,no,744,yes,no,unknown,14,may,125
52,blue-collar,divorced,primary,no,1758,yes,no,unknown,15,may,41
44,management,married,secondary,no,438,yes,no,telephone,8,may,37
49,management,married,tertiary,no,322,no,no,cellular,6,aug,72
34,blue-collar,single,secondary,no,186,no,no,cellular,2,feb,342
58,management,married,tertiary,no,2764,no,no,cellular,17,nov,235
53,blue-collar,married,secondary,no,4380,no,no,telephone,19,aug,223
54,management,married,tertiary,no,2819,no,no,cellular,7,aug,123
45,blue-collar,divorced,primary,no,0,yes,no,cellular,21,jul,211
33,blue-collar,married,secondary,no,467,yes,no,unknown,21,may,494
46,technician,married,secondary,no,1322,yes,yes,cellular,19,nov,514
42,admin.,divorced,secondary,no,1076,yes,no,unknown,14,may,213
37,management,married,tertiary,no,502,yes,no,cellular,7,may,551
26,technician,single,tertiary,no,1216,yes,no,cellular,16,apr,472
37,management,single,tertiary,no,876,yes,no,cellular,15,apr,140
36,services,single,secondary,no,342,yes,no,unknown,7,may,142
31,technician,single,secondary,no,775,no,no,cellular,2,feb,361
36,blue-collar,married,primary,no,973,yes,yes,unknown,23,may,293
26,technician,married,tertiary,no,3825,yes,no,unknown,13,may,107
32,blue-collar,married,secondary,no,2366,yes,no,unknown,20,may,127
36,technician,married,secondary,no,191,no,no,cellular,31,aug,69
42,blue-collar,married,primary,no,-97,yes,no,cellular,3,feb,216
29,management,married,tertiary,no,20,yes,no,cellular,12,may,418
42,technician,divorced,secondary,no,248,no,no,cellular,19,aug,163
43,blue-collar,married,secondary,no,130,no,no,cellular,5,may,156
46,management,divorced,secondary,no,361,yes,no,unknown,19,may,86
55,entrepreneur,divorced,tertiary,no,0,no,no,unknown,6,jun,108
31,self-employed,married,tertiary,no,259,yes,no,cellular,7,may,47
27,admin.,single,secondary,no,619,yes,no,cellular,20,apr,16
43,admin.,married,secondary,no,3215,yes,no,cellular,21,jul,228
44,management,married,tertiary,no,22,yes,no,cellular,6,aug,265
48,management,married,tertiary,no,0,no,no,cellular,26,aug,60
30,admin.,single,secondary,no,239,yes,no,cellular,7,may,115
42,technician,single,secondary,no,275,no,no,cellular,26,aug,31
62,retired,married,secondary,no,816,no,no,cellular,1,sep,28
28,services,single,secondary,no,317,yes,no,unknown,16,may,21
31,technician,married,secondary,no,2363,yes,no,unknown,13,may,247
66,retired,married,tertiary,no,2262,no,no,cellular,22,apr,155
35,admin.,married,secondary,yes,0,no,yes,unknown,4,jul,105
39,entrepreneur,married,tertiary,no,2,yes,no,cellular,17,nov,180
35,admin.,divorced,secondary,no,-402,yes,no,cellular,17,apr,46
27,technician,married,secondary,no,1577,yes,yes,unknown,28,may,266
32,blue-collar,married,secondary,no,34,yes,no,cellular,5,may,321
44,management,married,tertiary,no,795,no,no,cellular,28,aug,99
42,blue-collar,married,secondary,no,117,yes,no,unknown,9,may,147
25,services,single,secondary,no,402,no,yes,cellular,7,jul,264
40,technician,single,secondary,no,641,no,no,cellular,16,jul,156
43,management,divorced,tertiary,no,36,no,no,cellular,26,may,118
55,unemployed,married,tertiary,no,383,no,no,unknown,6,may,343
35,blue-collar,married,primary,no,378,yes,no,unknown,16,may,427
45,management,divorced,tertiary,no,0,no,no,unknown,1,jun,5
35,blue-collar,divorced,secondary,no,3102,yes,no,cellular,20,nov,138
59,housemaid,married,secondary,no,0,no,no,telephone,3,feb,722
41,blue-collar,married,secondary,no,1334,yes,no,cellular,20,apr,234
56,services,married,secondary,no,22196,yes,no,cellular,21,nov,189
40,management,single,secondary,no,10378,yes,no,cellular,17,nov,523
36,blue-collar,single,primary,no,1313,yes,no,unknown,20,jun,8
40,management,married,tertiary,no,8969,yes,no,cellular,17,nov,153
55,self-employed,married,secondary,no,-196,yes,no,unknown,20,may,210
38,entrepreneur,married,secondary,yes,15,yes,no,cellular,10,jul,121
41,management,married,tertiary,no,666,yes,no,unknown,21,may,253
57,blue-collar,married,primary,no,452,yes,no,unknown,13,may,139
40,blue-collar,married,primary,no,1397,yes,no,telephone,12,may,58
35,services,married,secondary,no,1453,yes,no,unknown,28,may,199
54,blue-collar,married,secondary,no,1480,yes,no,unknown,14,may,108
37,blue-collar,married,primary,no,3242,yes,no,unknown,21,may,233
31,technician,single,secondary,no,2305,no,no,cellular,4,aug,139
40,technician,married,secondary,no,694,yes,no,cellular,4,feb,97
40,management,married,tertiary,no,0,no,no,cellular,14,jul,109
54,management,married,tertiary,no,55,yes,no,cellular,2,jun,112
55,housemaid,married,primary,no,136,yes,no,unknown,19,jun,15
55,services,divorced,secondary,yes,-404,yes,no,cellular,22,jul,502
52,blue-collar,married,primary,no,779,yes,no,unknown,16,may,30
55,blue-collar,single,primary,no,1187,yes,no,unknown,2,jun,193
33,management,married,tertiary,no,641,yes,no,cellular,13,aug,347
52,blue-collar,married,unknown,no,826,yes,no,unknown,15,may,468
33,services,divorced,secondary,no,991,yes,no,unknown,27,may,148
48,management,divorced,tertiary,no,1328,yes,no,unknown,6,may,339
36,unemployed,married,secondary,no,-872,yes,yes,cellular,20,nov,153
34,technician,single,secondary,no,4943,yes,yes,cellular,19,nov,117
38,technician,single,secondary,no,258,no,yes,unknown,20,jun,587
42,management,single,tertiary,no,515,yes,no,cellular,19,nov,501
