"","age","contact","month","duration","pdays","previous","y"
"54",48,"cellular","jul",134,-1,0,"no"
"55",56,"cellular","oct",223,-1,0,"no"
"56",44,"telephone","jul",73,-1,0,"no"
"57",55,"telephone","jul",208,-1,0,"no"
"58",29,"cellular","jul",130,-1,0,"no"
"59",41,"cellular","jul",630,-1,0,"no"
"60",32,"cellular","nov",164,-1,0,"no"
"61",42,"unknown","may",380,-1,0,"no"
"62",31,"unknown","may",154,-1,0,"no"
"63",41,"unknown","jun",154,-1,0,"no"
"64",56,"unknown","may",221,-1,0,"no"
"65",39,"cellular","may",561,369,3,"no"
"66",41,"cellular","may",367,297,1,"no"
"67",40,"cellular","aug",87,-1,0,"no"
"68",50,"cellular","feb",701,-1,0,"no"
"69",40,"cellular","nov",204,196,1,"no"
"70",54,"unknown","jun",23,-1,0,"no"
"71",28,"cellular","may",150,-1,0,"no"
"72",45,"cellular","jan",244,-1,0,"no"
"73",41,"cellular","jul",60,-1,0,"no"
"74",35,"unknown","may",521,-1,0,"no"
"75",38,"cellular","apr",279,-1,0,"no"
"76",57,"unknown","may",191,-1,0,"no"
"77",39,"cellular","nov",201,-1,0,"no"
"78",59,"unknown","jun",48,-1,0,"no"
"79",40,"cellular","nov",147,-1,0,"no"
"80",39,"cellular","apr",433,-1,0,"no"
"81",40,"telephone","jul",742,-1,0,"no"
"82",41,"unknown","may",149,-1,0,"no"
"83",30,"cellular","oct",233,137,20,"no"
"84",32,"cellular","aug",98,-1,0,"no"
"85",36,"unknown","may",337,-1,0,"no"
"86",26,"cellular","oct",116,-1,0,"no"
"87",49,"telephone","nov",345,-1,0,"no"
"88",57,"telephone","may",65,-1,0,"no"
"89",34,"unknown","aug",9,-1,0,"no"
"90",32,"cellular","apr",259,145,3,"no"
"91",38,"unknown","jun",179,-1,0,"no"
"92",33,"cellular","feb",280,-1,0,"no"
"93",27,"cellular","jul",435,-1,0,"no"
"94",31,"unknown","may",146,-1,0,"no"
"95",32,"cellular","jul",317,-1,0,"no"
"96",33,"cellular","jan",76,207,1,"no"
"97",30,"cellular","may",83,-1,0,"no"
"98",42,"cellular","aug",86,-1,0,"no"
"99",40,"cellular","feb",267,270,3,"no"
"100",46,"unknown","jun",564,-1,0,"no"
"101",31,"cellular","jul",588,-1,0,"no"
"102",45,"cellular","aug",113,-1,0,"no"
"103",33,"cellular","nov",58,122,4,"no"
"104",36,"cellular","jul",779,-1,0,"no"
"105",51,"cellular","may",281,266,6,"no"
"106",57,"cellular","nov",22,114,1,"no"
"107",45,"cellular","jul",32,-1,0,"no"
"108",34,"unknown","may",120,-1,0,"no"
"109",37,"cellular","may",53,-1,0,"no"
"110",49,"cellular","nov",60,-1,0,"no"
"111",43,"unknown","may",67,-1,0,"no"
"112",48,"cellular","may",85,168,2,"no"
"113",27,"unknown","may",317,-1,0,"no"
"114",33,"cellular","aug",236,-1,0,"no"
"115",29,"cellular","may",54,345,2,"no"
"116",34,"cellular","feb",71,-1,0,"no"
"117",60,"unknown","jun",39,-1,0,"no"
"118",32,"cellular","aug",204,-1,0,"no"
"119",32,"cellular","jul",455,-1,0,"no"
"120",26,"unknown","may",141,-1,0,"no"
"121",31,"cellular","nov",190,-1,0,"no"
"122",42,"unknown","may",280,-1,0,"no"
"123",35,"cellular","aug",588,-1,0,"no"
"124",58,"cellular","aug",131,-1,0,"no"
"125",48,"cellular","jul",168,-1,0,"no"
"126",46,"cellular","jan",194,436,1,"no"
"127",71,"cellular","jan",208,93,2,"no"
"128",41,"unknown","may",333,-1,0,"no"
"129",36,"cellular","jul",102,-1,0,"no"
"130",45,"unknown","jul",92,-1,0,"no"
"131",28,"cellular","may",253,107,5,"no"
"132",51,"unknown","jun",151,-1,0,"no"
"133",35,"cellular","aug",77,-1,0,"no"
"134",55,"cellular","jan",84,183,3,"no"
"135",56,"unknown","may",66,-1,0,"no"
"136",34,"cellular","jul",147,-1,0,"no"
"137",34,"unknown","oct",10,-1,0,"no"
"138",25,"unknown","may",199,-1,0,"no"
"139",41,"unknown","may",35,-1,0,"no"
"140",43,"unknown","may",82,-1,0,"no"
"141",31,"unknown","jun",455,-1,0,"no"
"142",78,"telephone","mar",80,-1,0,"no"
"143",45,"cellular","jan",549,-1,0,"no"
"144",44,"unknown","jun",29,-1,0,"no"
"145",32,"cellular","jul",412,-1,0,"no"
"146",50,"cellular","feb",116,253,1,"no"
"147",31,"cellular","jan",130,2,1,"no"
"148",42,"cellular","feb",119,195,8,"no"
"149",48,"cellular","may",90,-1,0,"no"
"150",42,"cellular","nov",135,-1,0,"no"
"151",43,"cellular","jul",166,-1,0,"no"
"152",44,"cellular","jul",18,-1,0,"no"
"153",37,"cellular","may",147,347,1,"no"
"154",59,"telephone","nov",207,153,1,"no"
"155",37,"cellular","nov",65,119,1,"no"
"156",31,"cellular","apr",224,74,4,"no"
"157",32,"cellular","jul",333,-1,0,"no"
"158",50,"cellular","may",141,297,2,"no"
"159",40,"unknown","jun",140,-1,0,"no"
"160",34,"unknown","jun",109,-1,0,"no"
"161",34,"cellular","jul",61,-1,0,"no"
"162",52,"unknown","may",420,-1,0,"no"
"163",37,"cellular","feb",96,271,2,"no"
"164",36,"cellular","may",152,347,1,"no"
"165",49,"telephone","jul",97,-1,0,"no"
"166",33,"cellular","jul",543,-1,0,"no"
"167",30,"cellular","nov",240,-1,0,"no"
"168",26,"cellular","may",101,-1,0,"no"
"169",39,"unknown","jun",217,-1,0,"no"
"170",31,"unknown","may",159,-1,0,"no"
"171",36,"unknown","jun",411,-1,0,"no"
"172",34,"cellular","jul",1156,-1,0,"no"
"173",42,"cellular","apr",285,-1,0,"no"
"174",32,"cellular","may",291,-1,0,"no"
"175",60,"unknown","may",113,-1,0,"no"
"176",39,"cellular","nov",1337,126,1,"no"
"177",45,"cellular","nov",139,-1,0,"no"
"178",42,"cellular","jul",196,-1,0,"no"
"179",29,"cellular","jul",115,61,1,"no"
"180",44,"cellular","nov",20,175,15,"no"
"181",56,"cellular","aug",17,-1,0,"no"
"182",42,"unknown","jun",57,-1,0,"no"
"183",25,"unknown","jun",95,-1,0,"no"
"184",33,"unknown","may",169,-1,0,"no"
"185",57,"cellular","nov",198,-1,0,"no"
"186",31,"cellular","aug",220,-1,0,"no"
"187",45,"cellular","aug",71,-1,0,"no"
"188",48,"cellular","nov",37,-1,0,"no"
"189",60,"unknown","jun",36,-1,0,"no"
"190",49,"cellular","aug",151,-1,0,"no"
"191",37,"unknown","may",412,-1,0,"no"
"192",44,"unknown","jun",476,-1,0,"no"
"193",49,"unknown","may",59,-1,0,"no"
"194",41,"cellular","aug",111,-1,0,"no"
"195",42,"cellular","feb",139,-1,0,"no"
"196",32,"unknown","may",227,-1,0,"no"
"197",26,"unknown","may",174,-1,0,"no"
"198",33,"cellular","apr",210,242,1,"no"
"199",36,"cellular","may",9,-1,0,"no"
"200",35,"cellular","sep",112,62,6,"no"
"201",42,"cellular","may",238,340,2,"no"
"202",40,"unknown","jun",222,-1,0,"no"
"203",57,"telephone","apr",137,-1,0,"no"
"204",45,"cellular","jul",768,91,5,"no"
"205",30,"cellular","jan",123,-1,0,"no"
"206",34,"cellular","jul",78,-1,0,"no"
"207",33,"cellular","apr",124,308,2,"no"
"208",57,"unknown","may",216,-1,0,"no"
"209",57,"unknown","jun",69,-1,0,"no"
"210",51,"cellular","jul",168,-1,0,"no"
"211",26,"unknown","may",302,-1,0,"no"
"212",50,"cellular","nov",690,-1,0,"no"
"213",44,"cellular","aug",125,-1,0,"no"
"214",27,"unknown","jun",344,-1,0,"no"
"215",50,"unknown","may",673,-1,0,"no"
"216",44,"cellular","aug",163,-1,0,"no"
"217",54,"cellular","aug",98,-1,0,"no"
"218",26,"unknown","may",351,-1,0,"no"
"219",48,"cellular","apr",104,-1,0,"no"
"220",43,"cellular","may",9,172,5,"no"
"221",31,"cellular","feb",155,-1,0,"no"
"222",32,"unknown","may",528,-1,0,"no"
"223",55,"cellular","jul",221,-1,0,"no"
"224",45,"unknown","may",62,-1,0,"no"
"225",46,"cellular","aug",71,-1,0,"no"
"226",58,"telephone","jul",122,-1,0,"no"
"227",34,"cellular","jul",361,-1,0,"no"
"228",28,"cellular","aug",119,-1,0,"no"
"229",40,"cellular","may",363,173,24,"no"
"230",38,"unknown","jun",118,-1,0,"no"
"231",32,"cellular","aug",181,-1,0,"no"
"232",27,"cellular","may",528,358,2,"no"
"233",53,"cellular","jul",180,-1,0,"no"
"234",58,"cellular","aug",543,78,2,"no"
"235",44,"telephone","jul",168,-1,0,"no"
"236",29,"unknown","may",230,-1,0,"no"
"237",33,"cellular","jul",83,-1,0,"no"
"238",49,"cellular","apr",390,-1,0,"no"
"239",56,"cellular","jul",88,-1,0,"no"
"240",40,"cellular","jun",297,28,3,"no"
"241",36,"unknown","jul",85,-1,0,"no"
"242",35,"cellular","nov",484,-1,0,"no"
"243",47,"cellular","aug",71,-1,0,"no"
"244",38,"unknown","jun",119,-1,0,"no"
"245",57,"cellular","aug",197,-1,0,"no"
"246",38,"cellular","aug",247,-1,0,"no"
"247",50,"cellular","nov",49,-1,0,"no"
"248",51,"cellular","may",341,-1,0,"no"
"249",59,"unknown","may",64,-1,0,"no"
"250",48,"unknown","jun",15,-1,0,"no"
"251",37,"unknown","jun",98,-1,0,"no"
"252",42,"unknown","may",650,-1,0,"no"
"253",40,"unknown","jun",197,-1,0,"no"
"254",28,"unknown","may",331,-1,0,"no"
"255",45,"cellular","nov",275,-1,0,"no"
"256",27,"unknown","may",138,-1,0,"no"
"257",41,"cellular","jul",312,-1,0,"no"
"258",47,"unknown","may",211,-1,0,"no"
"259",53,"cellular","aug",62,-1,0,"no"
"260",50,"cellular","aug",104,-1,0,"no"
"261",47,"cellular","aug",101,-1,0,"no"
"262",32,"cellular","nov",400,-1,0,"no"
"263",70,"cellular","may",445,-1,0,"no"
"264",65,"cellular","jun",383,188,5,"no"
"265",56,"telephone","jul",605,-1,0,"no"
"266",35,"cellular","jul",330,-1,0,"no"
"267",56,"cellular","jul",171,-1,0,"no"
"268",56,"cellular","jul",442,-1,0,"no"
"269",38,"unknown","may",249,-1,0,"no"
"270",35,"unknown","may",357,-1,0,"no"
"271",30,"cellular","jul",41,-1,0,"no"
"272",49,"cellular","may",199,167,1,"no"
"273",55,"cellular","jan",271,-1,0,"no"
"274",43,"cellular","jul",783,-1,0,"no"
"275",43,"cellular","aug",472,-1,0,"no"
"276",30,"unknown","may",395,-1,0,"no"
"277",49,"cellular","jul",474,-1,0,"no"
"278",50,"unknown","jun",641,-1,0,"no"
"279",26,"unknown","may",113,-1,0,"no"
"280",45,"unknown","jun",11,-1,0,"no"
"281",37,"cellular","feb",157,-1,0,"no"
"282",60,"cellular","jul",79,-1,0,"no"
"283",47,"unknown","jun",168,-1,0,"no"
"284",33,"cellular","nov",425,462,1,"no"
"285",54,"telephone","may",193,-1,0,"no"
"286",48,"unknown","may",357,-1,0,"no"
"287",37,"cellular","jul",22,-1,0,"no"
"288",51,"unknown","jun",65,-1,0,"no"
"289",34,"cellular","jul",56,-1,0,"no"
"290",47,"unknown","may",126,-1,0,"no"
"291",33,"unknown","sep",9,-1,0,"no"
"292",27,"cellular","may",143,-1,0,"no"
"293",42,"unknown","may",54,-1,0,"no"
"294",51,"cellular","may",106,-1,0,"no"
"295",32,"cellular","jul",624,-1,0,"no"
"296",46,"unknown","may",246,-1,0,"no"
"297",38,"telephone","jul",121,-1,0,"no"
"298",34,"cellular","jul",538,-1,0,"no"
"299",39,"cellular","may",126,-1,0,"no"
"300",36,"cellular","may",270,347,1,"no"
"301",57,"cellular","jul",339,-1,0,"no"
"302",44,"unknown","may",159,-1,0,"no"
"303",47,"cellular","may",323,364,1,"no"
"304",31,"cellular","apr",342,-1,0,"no"
"305",35,"cellular","nov",180,-1,0,"no"
"306",39,"cellular","jul",60,-1,0,"no"
"307",50,"cellular","nov",223,96,2,"no"
"308",24,"cellular","dec",390,-1,0,"no"
"309",51,"cellular","oct",272,102,8,"no"
"310",46,"unknown","may",134,-1,0,"no"
"311",27,"cellular","feb",10,-1,0,"no"
"312",26,"cellular","may",620,-1,0,"no"
"313",36,"cellular","nov",6,-1,0,"no"
"314",42,"cellular","may",209,-1,0,"no"
"315",50,"unknown","may",419,-1,0,"no"
"316",49,"cellular","nov",283,-1,0,"no"
"317",45,"cellular","aug",188,-1,0,"no"
"318",23,"cellular","sep",267,-1,0,"no"
"319",38,"cellular","apr",196,-1,0,"no"
"320",51,"cellular","jul",333,-1,0,"no"
"321",32,"cellular","may",145,-1,0,"no"
"322",44,"unknown","jun",202,-1,0,"no"
"323",60,"cellular","jun",207,-1,0,"no"
"324",38,"unknown","jun",456,-1,0,"no"
"325",51,"cellular","aug",261,-1,0,"no"
"326",53,"cellular","feb",288,-1,0,"no"
"327",30,"cellular","may",131,363,9,"no"
"328",40,"unknown","jun",94,-1,0,"no"
"329",36,"unknown","jun",435,-1,0,"no"
"330",27,"cellular","may",109,-1,0,"no"
"331",33,"unknown","may",226,-1,0,"no"
"332",39,"unknown","jun",77,-1,0,"no"
"333",37,"telephone","may",121,341,4,"no"
"334",41,"cellular","jul",155,-1,0,"no"
"335",45,"cellular","apr",108,-1,0,"no"
"336",37,"cellular","jul",413,-1,0,"no"
"337",48,"unknown","may",208,-1,0,"no"
"338",61,"cellular","aug",331,-1,0,"no"
"339",35,"unknown","may",597,-1,0,"no"
"340",35,"cellular","aug",428,336,6,"no"
"341",28,"unknown","jun",380,-1,0,"no"
"342",35,"cellular","may",85,-1,0,"no"
"343",41,"unknown","jun",127,-1,0,"no"
"344",41,"unknown","may",153,-1,0,"no"
"345",49,"unknown","may",168,-1,0,"no"
"346",34,"cellular","jun",80,-1,0,"no"
"347",37,"cellular","may",60,87,1,"no"
"348",38,"telephone","may",212,-1,0,"no"
"349",39,"cellular","apr",493,-1,0,"no"
"350",35,"cellular","nov",98,-1,0,"no"
"351",39,"unknown","may",160,-1,0,"no"
"352",46,"unknown","may",103,-1,0,"no"
"353",50,"unknown","jun",287,-1,0,"no"
"354",45,"cellular","aug",159,-1,0,"no"
"355",41,"unknown","may",125,-1,0,"no"
"356",39,"cellular","jul",202,-1,0,"no"
"357",29,"cellular","jul",167,-1,0,"no"
"358",49,"cellular","aug",72,-1,0,"no"
"359",34,"cellular","jul",326,-1,0,"no"
"360",42,"cellular","aug",325,-1,0,"no"
"361",53,"telephone","aug",223,-1,0,"no"
"362",61,"cellular","jul",195,-1,0,"no"
"363",33,"cellular","sep",156,127,8,"no"
"364",46,"cellular","may",105,366,2,"no"
"365",46,"cellular","nov",514,-1,0,"no"
"366",39,"unknown","jun",13,-1,0,"no"
"367",37,"cellular","may",551,351,1,"no"
"368",54,"unknown","jun",158,-1,0,"no"
"369",59,"telephone","feb",251,-1,0,"no"
"370",36,"unknown","may",142,-1,0,"no"
"371",29,"unknown","jun",135,-1,0,"no"
"372",33,"cellular","jul",400,-1,0,"no"
"373",26,"unknown","may",107,-1,0,"no"
"374",32,"unknown","may",127,-1,0,"no"
"375",27,"cellular","may",373,-1,0,"no"
"376",53,"cellular","feb",200,-1,0,"no"
"377",29,"cellular","may",418,-1,0,"no"
"378",34,"cellular","jul",387,-1,0,"no"
"379",43,"cellular","may",156,337,3,"no"
"380",56,"cellular","jul",121,-1,0,"no"
"381",55,"unknown","jun",108,-1,0,"no"
"382",29,"cellular","apr",341,-1,0,"no"
"383",27,"cellular","apr",16,322,4,"no"
"384",36,"cellular","nov",54,-1,0,"no"
"385",52,"cellular","aug",145,94,4,"no"
"386",37,"unknown","may",168,-1,0,"no"
"387",30,"cellular","may",115,-1,0,"no"
"388",32,"cellular","may",183,-1,0,"no"
"389",62,"cellular","sep",28,-1,0,"no"
"390",24,"cellular","apr",369,-1,0,"no"
"391",31,"unknown","may",247,-1,0,"no"
"392",66,"cellular","apr",155,-1,0,"no"
"393",47,"cellular","jul",89,-1,0,"no"
"394",26,"cellular","jul",136,-1,0,"no"
"395",35,"cellular","apr",46,-1,0,"no"
"396",60,"cellular","aug",54,-1,0,"no"
"397",32,"cellular","may",321,-1,0,"no"
"398",52,"cellular","jul",268,-1,0,"no"
"399",42,"unknown","may",147,-1,0,"no"
"400",25,"cellular","jul",264,-1,0,"no"
"401",40,"cellular","jul",156,-1,0,"no"
"402",43,"cellular","may",118,102,2,"no"
"403",55,"unknown","may",343,-1,0,"no"
"404",32,"unknown","may",297,-1,0,"no"
"405",45,"unknown","jun",5,-1,0,"no"
"406",46,"cellular","may",142,259,17,"no"
"407",28,"cellular","mar",76,-1,0,"no"
"408",55,"unknown","may",126,-1,0,"no"
"409",39,"unknown","may",142,-1,0,"no"
"410",40,"cellular","nov",523,-1,0,"no"
"411",59,"telephone","aug",91,-1,0,"no"
"412",40,"cellular","nov",153,-1,0,"no"
"413",55,"unknown","may",210,-1,0,"no"
"414",38,"cellular","jul",121,-1,0,"no"
"415",41,"unknown","may",253,-1,0,"no"
"416",57,"unknown","may",139,-1,0,"no"
"417",48,"unknown","may",71,-1,0,"no"
"418",42,"unknown","may",131,-1,0,"no"
"419",54,"unknown","may",108,-1,0,"no"
"420",37,"unknown","may",247,-1,0,"no"
"421",56,"telephone","jul",236,-1,0,"no"
"422",53,"cellular","apr",208,140,1,"no"
"423",40,"cellular","jul",109,-1,0,"no"
"424",34,"unknown","may",56,-1,0,"no"
"425",54,"telephone","aug",159,106,6,"no"
"426",57,"unknown","jun",97,-1,0,"no"
"427",52,"unknown","may",30,-1,0,"no"
"428",55,"unknown","jun",193,-1,0,"no"
"429",57,"unknown","may",339,-1,0,"no"
"430",52,"unknown","may",468,-1,0,"no"
"431",33,"unknown","may",148,-1,0,"no"
"432",60,"cellular","aug",122,-1,0,"no"
"433",50,"cellular","may",172,370,1,"no"
"434",34,"cellular","nov",117,-1,0,"no"
"435",36,"unknown","may",294,-1,0,"no"
"436",47,"cellular","aug",618,-1,0,"no"
"437",53,"unknown","may",331,-1,0,"no"
"438",58,"telephone","jul",282,-1,0,"no"
"439",31,"cellular","aug",110,-1,0,"no"
"440",41,"cellular","oct",231,-1,0,"no"
"441",31,"unknown","may",378,-1,0,"no"
"442",52,"cellular","jul",193,-1,0,"no"
"443",42,"unknown","jun",110,-1,0,"no"
"444",41,"cellular","may",92,-1,0,"no"
"445",47,"cellular","aug",310,-1,0,"no"
"446",32,"cellular","jul",738,-1,0,"no"
"447",48,"unknown","may",89,-1,0,"no"
"448",36,"cellular","jul",30,-1,0,"no"
"449",45,"cellular","apr",103,325,4,"no"
"450",34,"unknown","jun",70,-1,0,"no"
"451",36,"cellular","jul",172,-1,0,"no"
"452",61,"cellular","sep",336,81,2,"no"
"453",54,"unknown","jun",220,-1,0,"no"
"454",28,"unknown","may",133,-1,0,"no"
"455",43,"cellular","nov",585,191,4,"no"
"456",47,"cellular","aug",293,-1,0,"no"
"457",45,"unknown","may",68,-1,0,"no"
"458",57,"unknown","jun",97,-1,0,"no"
"459",38,"cellular","may",61,-1,0,"no"
"460",49,"cellular","jul",218,-1,0,"no"
"461",43,"cellular","may",109,360,2,"no"
"462",50,"cellular","aug",206,-1,0,"no"
"463",32,"cellular","may",145,-1,0,"no"
"464",58,"telephone","may",54,-1,0,"no"
"465",34,"cellular","apr",111,-1,0,"no"
"466",42,"unknown","may",22,-1,0,"no"
"467",29,"cellular","jun",136,-1,0,"no"
"468",52,"cellular","aug",273,-1,0,"no"
"469",39,"cellular","aug",63,-1,0,"no"
"470",34,"cellular","jul",118,-1,0,"no"
"471",40,"cellular","aug",44,-1,0,"no"
"472",41,"unknown","may",239,-1,0,"no"
"473",45,"unknown","jun",48,-1,0,"no"
"474",27,"cellular","jul",198,-1,0,"no"
"475",48,"unknown","may",73,-1,0,"no"
"476",49,"cellular","aug",157,-1,0,"no"
"477",35,"cellular","jul",90,-1,0,"no"
"478",47,"cellular","feb",236,-1,0,"no"
"479",54,"cellular","jul",118,-1,0,"no"
"480",39,"telephone","nov",40,-1,0,"no"
"481",28,"cellular","apr",346,-1,0,"no"
"482",54,"unknown","jun",200,-1,0,"no"
"483",34,"cellular","apr",187,332,3,"no"
"484",63,"cellular","sep",113,80,1,"no"
"485",42,"unknown","may",192,-1,0,"no"
"486",37,"unknown","may",514,-1,0,"no"
"487",27,"unknown","jun",236,-1,0,"no"
"488",42,"cellular","aug",94,-1,0,"no"
"489",47,"cellular","aug",405,-1,0,"no"
"490",34,"unknown","may",350,-1,0,"no"
"491",28,"cellular","apr",125,-1,0,"no"
"492",36,"cellular","may",36,-1,0,"no"
"493",50,"cellular","nov",35,176,1,"no"
"494",35,"unknown","may",389,-1,0,"no"
"495",35,"cellular","jan",219,246,1,"no"
"496",26,"cellular","jan",168,-1,0,"no"
"497",36,"unknown","jun",347,-1,0,"no"
"498",59,"cellular","jan",3025,-1,0,"no"
"499",35,"cellular","jan",41,184,7,"no"
"500",46,"unknown","may",332,-1,0,"no"
"501",50,"cellular","aug",219,-1,0,"no"
"502",53,"cellular","apr",427,150,1,"no"
"503",81,"cellular","aug",65,-1,0,"no"
"504",35,"cellular","may",192,-1,0,"no"
"505",58,"cellular","aug",155,-1,0,"no"
"506",44,"cellular","may",161,-1,0,"no"
"507",38,"cellular","jul",533,-1,0,"no"
"508",49,"cellular","feb",19,175,2,"no"
"509",32,"cellular","jul",72,-1,0,"no"
"510",29,"cellular","jul",819,-1,0,"no"
"511",31,"telephone","may",211,-1,0,"no"
"512",36,"unknown","jun",9,-1,0,"no"
"513",52,"cellular","jul",61,-1,0,"no"
"514",36,"cellular","aug",133,-1,0,"no"
"515",32,"cellular","may",34,-1,0,"no"
"516",36,"cellular","jul",95,-1,0,"no"
"517",27,"cellular","oct",190,82,1,"no"
"518",43,"cellular","jul",668,-1,0,"no"
"519",45,"unknown","jun",87,-1,0,"no"
"520",39,"cellular","jul",405,-1,0,"no"
"521",31,"cellular","aug",72,-1,0,"no"
"522",31,"cellular","jun",115,-1,0,"no"
"523",37,"cellular","jul",108,-1,0,"no"
"524",44,"cellular","aug",71,-1,0,"no"
"525",47,"cellular","aug",58,382,1,"no"
"526",37,"cellular","aug",148,-1,0,"no"
"527",60,"cellular","jan",188,261,2,"no"
"528",36,"unknown","may",223,-1,0,"no"
"529",58,"cellular","jul",523,-1,0,"no"
"530",30,"cellular","jul",423,-1,0,"no"
"531",50,"cellular","apr",146,147,4,"no"
"532",51,"unknown","may",57,-1,0,"no"
"533",34,"telephone","nov",46,182,2,"no"
"534",28,"unknown","may",251,-1,0,"no"
"535",62,"telephone","mar",139,-1,0,"no"
"536",42,"cellular","nov",96,-1,0,"no"
"537",50,"cellular","may",198,358,5,"no"
"538",50,"unknown","may",141,-1,0,"no"
"539",32,"unknown","jun",171,-1,0,"no"
"540",26,"cellular","jul",262,-1,0,"no"
"541",39,"cellular","apr",236,336,1,"no"
"542",40,"cellular","apr",57,-1,0,"no"
"543",28,"cellular","jul",568,-1,0,"no"
"544",31,"cellular","aug",105,-1,0,"no"
"545",30,"cellular","may",260,-1,0,"no"
"546",33,"unknown","jun",447,-1,0,"no"
"547",27,"telephone","jul",82,-1,0,"no"
"548",32,"cellular","may",426,-1,0,"no"
"549",40,"cellular","may",333,58,3,"no"
"550",31,"cellular","feb",174,-1,0,"no"
"551",36,"unknown","may",284,-1,0,"no"
"552",30,"unknown","may",244,-1,0,"no"
"553",57,"cellular","jul",236,-1,0,"no"
"554",45,"cellular","aug",150,-1,0,"no"
"555",59,"cellular","dec",237,206,2,"no"
"556",33,"cellular","nov",107,105,3,"no"
"557",52,"unknown","may",45,-1,0,"no"
"558",83,"cellular","mar",140,-1,0,"no"
"559",48,"unknown","may",697,-1,0,"no"
"560",29,"unknown","jul",134,-1,0,"no"
"561",60,"unknown","may",22,-1,0,"no"
"562",35,"cellular","jul",144,-1,0,"no"
"563",57,"unknown","jun",43,-1,0,"no"
"564",56,"unknown","jun",471,-1,0,"no"
"565",28,"unknown","may",147,-1,0,"no"
"566",39,"cellular","nov",108,-1,0,"no"
"567",56,"cellular","aug",103,-1,0,"no"
"568",46,"telephone","nov",249,112,2,"no"
"569",32,"cellular","jul",529,-1,0,"no"
"570",60,"cellular","apr",123,147,3,"no"
"571",33,"cellular","apr",199,146,2,"no"
"572",27,"cellular","feb",197,199,3,"no"
"573",50,"unknown","may",67,-1,0,"no"
"574",45,"cellular","jul",220,-1,0,"no"
"575",48,"cellular","feb",238,-1,0,"no"
"576",59,"unknown","may",104,-1,0,"no"
"577",57,"unknown","may",174,-1,0,"no"
"578",64,"cellular","mar",117,91,1,"no"
"579",26,"cellular","may",44,-1,0,"no"
"580",40,"cellular","jul",770,-1,0,"no"
"581",36,"cellular","apr",190,133,1,"no"
"582",53,"cellular","nov",854,170,3,"no"
"583",46,"unknown","may",293,-1,0,"no"
"584",54,"telephone","nov",986,94,8,"no"
"585",32,"cellular","nov",66,-1,0,"no"
"586",32,"unknown","may",700,-1,0,"no"
"587",55,"cellular","jul",205,-1,0,"no"
"588",56,"telephone","jul",31,-1,0,"no"
"589",40,"unknown","jun",113,-1,0,"no"
"590",44,"cellular","feb",200,253,1,"no"
"591",32,"cellular","nov",158,135,1,"no"
"592",33,"unknown","jun",99,-1,0,"no"
"593",76,"cellular","aug",192,-1,0,"no"
