"","age","contact","month","duration","pdays","previous","y"
"554",27,"cellular","jun",397,-1,0,"yes"
"555",59,"cellular","jan",309,91,10,"yes"
"556",34,"cellular","jun",485,227,4,"yes"
"557",38,"cellular","may",606,-1,0,"yes"
"558",49,"cellular","may",1516,353,2,"yes"
"559",35,"cellular","dec",1370,209,3,"yes"
"560",28,"unknown","jun",369,-1,0,"yes"
"561",34,"cellular","aug",518,-1,0,"yes"
"562",37,"cellular","apr",146,-1,0,"yes"
"563",53,"cellular","apr",371,-1,0,"yes"
"564",37,"cellular","apr",244,-1,0,"yes"
"565",53,"cellular","aug",528,-1,0,"yes"
"566",57,"unknown","may",648,-1,0,"yes"
"567",55,"cellular","feb",781,-1,0,"yes"
"568",53,"cellular","dec",352,-1,0,"yes"
"569",60,"cellular","jul",816,-1,0,"yes"
"570",45,"cellular","apr",1472,192,4,"yes"
"571",30,"unknown","may",412,-1,0,"yes"
"572",43,"cellular","aug",363,-1,0,"yes"
"573",32,"unknown","may",860,-1,0,"yes"
"574",30,"cellular","oct",251,-1,0,"yes"
"575",27,"cellular","may",653,334,2,"yes"
"576",35,"cellular","aug",768,141,3,"yes"
"577",22,"cellular","nov",449,38,10,"yes"
"578",56,"cellular","jun",382,-1,0,"yes"
"579",22,"cellular","oct",332,183,3,"yes"
"580",27,"unknown","jul",650,-1,0,"yes"
"581",49,"cellular","aug",780,-1,0,"yes"
